,permit_number,permit_subtype,date_entered,date_issued,business_name,zip,latitude,longitude,permit_duration
303,21-27120,ONSALES,2021-03-15,2021-06-25,FOLK,37207,36.18558,-86.768221,36 days
304,19-26405,ONSALES,2019-12-20,2020-12-08,THE REGISTER,37201,36.159766,-86.773787,235 days
305,21-27056,ONOFFSALES,2021-01-22,2021-03-11,SONESTA NASHVILLE AIRPORT,37214,36.146788,-86.691719,142 days
306,20-26981,ONOFFSALES,2020-11-20,2021-03-11,EAST NASHVILLE BEER WORKS LLC,37207,36.205502,-86.763292,142 days
307,20-26928,ONSALES,2020-09-23,2021-03-11,LOCUST,37204,36.127364,-86.789146,142 days
308,21-27039,ONOFFSALES,2021-01-11,2021-03-11,THE ROCK 'N DOUGH PIZZA COMPANY LLC,37209,36.160562,-86.849018,142 days
309,21-27067,ONSALES,2021-02-03,2021-03-12,THE GUMBO BROS.,37203,36.152124,-86.784543,141 days
310,21-27060,ONOFFSALES,2021-01-27,2021-03-12,BLUE STRIPES CACAO SHOP,37203,36.152368,-86.783842,141 days
311,20-27021,ONSALES,2020-12-21,2021-03-12,SUSHI THAI,37076,36.172445,-86.601866,141 days
312,21-27130,ONOFFSALES,2021-03-23,2021-04-30,BARRIQUE BREWING AND BLENDING LLC,37213,36.174562,-86.776155,92 days
313,21-27066,ONOFFSALES,2021-02-02,2021-05-20,HOPS AND CRAFTS,37203,36.152584,-86.784871,72 days
314,18-25773,ONSALES,2018-11-13,2020-12-17,PM CAFE,37212,36.131453,-86.795504,226 days
315,20-26869,ONSALES,2020-08-07,2020-12-17,LOGAN'S ROADHOUSE #489,37204,36.112243,-86.766546,226 days
316,20-26967,ONOFFSALES,2020-11-04,2020-12-18,Nicoletto's Italian Kitchen,37216,36.202679,-86.73897,225 days
317,20-26949,ONSALES,2020-10-06,2020-12-18,JASPER'S RESTAURANT,37203,36.151666,-86.798734,225 days
318,20-26905,ONSALES,2020-09-03,2020-12-21,TITOS MEXICAN RESTAURANT,37221,36.044837,-86.954136,222 days
319,08-18914,ONSALES,2008-10-02,2008-10-23,Play Nashville,37203,36.157011,-86.793471,4664 days
320,20-26497,ONOFFSALES,2020-02-17,2020-12-21,COCO'S  ITALIAN MARKET AND RESTAURANT,37209,36.152755,-86.848605,222 days
321,20-26945,ONSALES,2020-10-01,2021-03-03,SHABU SHABU HOT POT & BARBECUE,37203,36.153084,-86.795836,150 days
322,20-26828,ONSALES,2020-06-25,2021-03-15,TAQUERIA LA SAN MARQUENA,37217,36.089223,-86.606757,138 days
323,20-26511,ONSALES,2020-02-21,2020-08-19,TRINITY COFFEE,37211,36.085327,-86.728563,346 days
324,20-27024,ONSALES,2020-12-23,2021-03-16,FLAT TIRE DINER,37138,36.202657,-86.621518,137 days
325,21-27231,ONOFFSALES,2021-05-08,2021-05-27,WAYBACK BURGER NASHVILLE,37209,36.12857,-86.906662,65 days
326,21-27175,SPECIAL,2021-04-15,2021-05-27,Brew At The Zoo,37211,36.091149,-86.734904,65 days
327,17-25257,ONSALES,2017-09-27,2017-11-16,HATTIE B'S,37204,36.128847,-86.777964,1353 days
328,17-25258,ONSALES,2017-09-27,2017-11-16,HATTIE B'S,37209,36.151885,-86.850841,1353 days
329,20-26492,ONSALES,2020-02-12,2020-08-19,JACK BROWN'S JOINT EDGEHILL,37212,36.142938,-86.791932,346 days
330,21-27263,ONSALES,2021-05-26,2021-07-09,NASHVILLE ZOO AT GRASSMERE,37211,36.091149,-86.734904,22 days
331,20-26860,ONSALES,2020-07-22,2021-03-25,GRAND HYATT NASHVILLE,37203,36.157909,-86.784431,128 days
332,20-26995,ONOFFSALES,2020-12-05,2021-03-25,JOELTON HARDWARE & FEED,37080,36.280767,-86.875499,128 days
333,20-26870,ONSALES,2020-08-07,2021-03-25,JANE'S HIDEAWAY,37201,36.164654,-86.778001,128 days
334,19-25943,ONSALES,2019-03-15,2020-03-23,SUNFLOWER BAKEHOUSE LLC,37214,36.169243,-86.680831,495 days
335,20-26767,ONSALES,2020-05-07,2021-03-25,THE NATIONAL MUSEUM OF AFRICAN AMERICAN MUSIC,37203,36.16031,-86.778873,128 days
336,20-27016,ONOFFSALES,2020-12-18,2021-03-25,EDDIE V'S #8529,37203,36.159909,-86.779807,128 days
337,20-26976,ONSALES,2020-11-18,2021-03-25,3  AMIGOS BAR & HOOKAH LOUNGE,37217,36.07296,-86.637184,128 days
338,20-26455,ONSALES,2020-01-27,2020-03-26,AxeVentures,37214,36.218524,-86.695398,492 days
339,21-27075,ONSALES,2021-02-08,2021-05-03,NATCHEZ HILLS AT THE HERMITAGE,37076,36.212821,-86.611722,89 days
340,20-26954,ONOFFSALES,2020-10-12,2021-05-13,THE RIVER HOUSE,37201,36.159273,-86.775286,79 days
341,19-25978,ONOFFSALES,2019-04-15,2020-03-26,RENAISSANCE NASHVILLE HOTEL,37203,36.161019,-86.78131,492 days
342,21-27199,ONSALES,2021-04-26,2021-05-27,Z-BAR,37211,36.085378,-86.72861,65 days
343,20-26867,ONOFFSALES,2020-08-05,2021-05-27,ROCK BOTTOM RESTAURANT & BREWERY #4202 (RESTAURANT),37201,36.162036,-86.774916,65 days
344,21-27145,ONOFFSALES,2021-03-27,2021-05-27,EMMY SQUARED,37208,36.174781,-86.787708,65 days
345,20-26871,ONOFFSALES,2020-08-07,2021-05-27,ROCK BOTTOM RESTAURANT & BREWERY (ROOFTOP),37201,36.162036,-86.774916,65 days
346,12-19585,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Ryman A Foyer,37214,36.211694,-86.697639,3215 days
347,18-25451,ONSALES,2018-04-03,2018-09-27,MESTIZOS MEXICAN CUISINE,37209,36.116112,-86.92317,1038 days
348,18-25454,ONSALES,2018-04-05,2019-03-28,PEG LEG PORKER BBQ,37203,36.151995,-86.781119,856 days
349,12-19601,ONSALES,2012-09-24,2012-10-11,"Gaylord Springs Clubhouse, 1st",37214,36.220003,-86.680506,3215 days
350,15-20070,ONSALES,2015-02-05,2015-03-13,Dynasty Super Buffet,37211,36.050101,-86.71402,2332 days
351,12-19567,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Magnolia,37214,36.211694,-86.697639,3215 days
352,15-20082,ONSALES,2015-01-23,2015-04-09,Margot Cafe & Bar,37206,36.177421,-86.750252,2305 days
353,18-25612,ONSALES,2018-07-27,2018-09-14,LA PARRILLA,37207,36.206715,-86.779717,1051 days
354,19-25831,ONSALES,2019-01-08,2019-05-15,GINO'S EAST,37201,36.158271,-86.773829,808 days
355,12-19577,ONSALES,2012-09-20,2012-10-11,Gaylord Presidential Boardrm B,37214,36.211694,-86.697639,3215 days
356,14-19846,ONSALES,2013-12-20,2014-01-23,Burger Republic Two,37203,36.1522,-86.783944,2746 days
357,17-25115,ONSALES,2017-07-10,2021-03-26,THE ROSEMARY & BEAUTY QUEEN,37206,36.178476,-86.749533,127 days
358,14-19895,ONSALES,2014-04-16,2014-05-29,Tin Roof,37201,36.161245,-86.776717,2620 days
359,13-19739,ONSALES,2013-05-23,2013-06-13,Mazatlan Mexican Restaurant,37217,36.137669,-86.699907,2970 days
360,18-25587,ONSALES,2018-07-12,2018-08-10,NEIGHBORS OF GERMANTOWN,37208,36.174798,-86.785649,1086 days
361,13-19783,ONSALES,2013-08-13,2013-08-29,Etch Restaurant,37201,36.15947,-86.77484,2893 days
362,14-19899,ONSALES,2014-04-28,2014-05-29,Nashville International Airpor,37214,36.131602,-86.668735,2620 days
363,11-19369,ONSALES,2011-09-23,2011-10-13,Dusit Thai,37076,36.180643,-86.60639,3579 days
364,18-25602,ONSALES,2018-07-25,2018-08-09,LEVY AT TENNESSEE TITANS,37213,36.165719,-86.773573,1087 days
365,15-20155,ONSALES,2015-07-02,2015-07-30,McDougal's Chicken,37209,36.146228,-86.857993,2193 days
366,12-19533,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Belmont,37214,36.211694,-86.697639,3215 days
367,15-20175,ONSALES,2015-08-20,2015-09-10,J. Alexander's/Redlands Grill,37203,36.145796,-86.810857,2151 days
368,15-20195,ONSALES,2015-08-12,2015-10-08,Tazikis Mediterranean Cafe,37215,36.104904,-86.817679,2123 days
369,12-19552,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Lobby B,37214,36.211694,-86.697639,3215 days
370,18-25639,ONSALES,2018-08-08,2018-10-25,FIRST WATCH RESTAURANT #229,37215,36.104579,-86.8118,1010 days
371,12-00925,ONOFFSALES,2012-07-31,2012-08-23,Layla's,37203,36.160702,-86.777971,3264 days
372,09-19135,ONSALES,2009-08-19,2009-12-22,Hard Rock Cafe - 2nd Floor,37201,36.162212,-86.774512,4239 days
373,19-25902,ONSALES,2019-02-28,2019-04-25,VANDYKE BED & BEVERAGE,37206,36.177175,-86.749932,828 days
374,18-25596,ONSALES,2018-07-20,2018-08-23,SHAKE SHACK,37215,36.102846,-86.816652,1073 days
375,14-20032,ONSALES,2014-12-03,2014-12-18,Biscuit Love,37203,36.172768,-86.750545,2417 days
376,18-25537,ONSALES,2018-05-24,2018-06-14,ADVENTURE SCIENCE CENTER,37203,36.144819,-86.776492,1143 days
377,14-20022,ONSALES,2014-11-13,2014-12-04,Hyatt Place Nashville/Opryland,37214,36.220169,-86.694117,2431 days
378,17-20416,ONSALES,2016-08-15,2017-01-30,5th & Taylor,37208,36.178537,-86.790148,1643 days
379,18-25795,ONSALES,2018-12-04,2019-03-19,DRKMTTR COLLECTIVE,37207,36.190959,-86.772819,865 days
380,17-25143,ONSALES,2017-07-25,2017-09-08,REBAR AT THE DAM,37214,36.151766,-86.627097,1422 days
381,17-29412,ONSALES,2016-10-21,2017-01-26,Famous Saloon,37201,36.162296,-86.77544,1647 days
382,16-20227,ONSALES,2015-12-29,2016-01-28,Sichuan Hot Pot & Asian Cuisin,37211,36.046512,-86.713382,2011 days
383,18-25479,ONSALES,2018-04-17,2018-05-30,GREEK CAFE,37221,36.07507,-86.919057,1158 days
384,18-25372,ONSALES,2018-02-12,2018-03-08,WALDEN BAR,37216,36.202898,-86.738852,1241 days
385,17-25269,ONSALES,2017-10-06,2017-11-16,Gaylord Opryland Hotel - Cascade's Resta,37214,36.211694,-86.697639,1353 days
386,12-19454,ONSALES,2012-04-10,2012-05-21,O'Charley's Restaurant,37013,36.049107,-86.652582,3358 days
387,16-01010,ONOFFSALES,2016-10-25,2016-11-17,TailGate Brewery Music Row,37203,36.152775,-86.790349,1717 days
388,17-20466,ONSALES,2017-03-28,2017-04-13,The Old School,37218,36.209401,-86.923735,1570 days
389,94-16173,ONSALES,1993-07-20,1994-02-01,Rawlings Farm,37080,36.308398,-86.904011,10042 days
390,13-19820,ONSALES,2013-10-14,2013-11-07,"Legends Corner, Inc.",37203,36.160644,-86.778113,2823 days
391,15-20199,ONSALES,2015-09-08,2015-10-29,The Basement East,37206,36.17537,-86.755499,2102 days
392,18-25737,ONSALES,2018-10-19,2018-11-01,MADAI,37027,36.035539,-86.787551,1003 days
393,94-15860,ONSALES,1993-08-23,1994-02-01,TN Performing Arts Center,37219,36.165033,-86.782121,10042 days
394,16-20362,ONSALES,2016-08-31,2016-10-13,Del Frisco's Grille,37203,36.154621,-86.786175,1752 days
395,17-25078,ONSALES,2017-06-08,2017-08-31,KAYNE PRIME,37203,36.155865,-86.786055,1430 days
396,05-00736,ONOFFSALES,2005-02-23,2005-03-11,Sir Pizza,37221,36.079335,-86.952919,5986 days
397,11-19242,ONSALES,2011-01-11,2011-01-27,Tavern,37203,36.150726,-86.796785,3838 days
398,21-27041,ONSALES,2021-01-13,2021-05-27,BLANCO TACOS + TEQUILA,37203,36.160206,-86.779119,65 days
399,13-19719,ONSALES,2013-01-03,2013-04-26,Brugada,37201,36.163068,-86.776478,3018 days
400,19-26323,ONOFFSALES,2019-10-16,2021-03-26,"CZANN'S BREWING COMPANY, LLC",37209,36.156541,-86.847182,127 days
401,14-19852,ONSALES,2014-01-13,2014-02-13,Koi Restaurant,37076,36.19992,-86.620712,2725 days
402,18-25736,SPECIAL,2018-10-19,2018-11-01,CRAFTY BASTARDS,37203,36.153452,-86.785828,1003 days
403,11-19334,ONSALES,2011-06-20,2011-08-10,Wild Wasabi,37203,36.154965,-86.782059,3643 days
404,16-20266,ONSALES,2016-03-22,2016-04-14,Nordstrom Grill,37215,36.106203,-86.816823,1934 days
405,18-25802,ONSALES,2018-12-13,2019-01-10,SAM'S PLACE,37211,36.03993,-86.741624,933 days
406,07-18618,ONSALES,2006-12-12,2007-01-11,Loews Vanderbilt (Lobby Level),37203,36.150104,-86.801927,5315 days
407,17-25017,ONSALES,2017-05-16,2017-06-29,ATTABOY,37206,36.176196,-86.755307,1493 days
408,10-19089,ONSALES,2010-08-16,2010-10-12,Gondola House Pizzeria,37076,36.238417,-86.399106,3945 days
409,15-20148,ONSALES,2015-06-30,2015-07-24,Big Shotz,37203,36.162429,-86.775532,2199 days
410,17-25021,ONSALES,2017-05-17,2017-05-25,Pancho & Lefty's Cantina,37203,36.160168,-86.778228,1528 days
411,15-20067,ONSALES,2015-02-11,2015-03-12,Bajo Sexto Taco,37203,36.158434,-86.777098,2333 days
412,94-16068,ONSALES,1993-08-31,1994-02-01,Jimmy Kelly's Restaurant,37203,36.151584,-86.80502,10042 days
413,08-18911,ONSALES,2008-09-08,2008-10-22,Cinco De Mayo Mexican Rest,37027,36.035554,-86.787575,4665 days
414,08-00838,ONOFFSALES,2008-03-12,2008-04-10,Eastside,37206,36.188465,-86.728344,4860 days
415,18-25438,ONSALES,2018-03-27,2018-04-12,EASTERN PEAK,37221,36.080175,-86.94446,1206 days
416,09-18944,ONSALES,2007-09-17,2009-01-23,Wild Beaver Saloon,37201,36.163056,-86.776512,4572 days
417,94-15720,ONSALES,1993-06-03,1994-02-01,San Antonio Taco Co.,37212,36.146188,-86.799521,10042 days
418,04-18184,ONSALES,2004-03-05,2004-04-08,Hotel Preston,37217,36.14147,-86.700332,6323 days
419,13-19741,ONSALES,2013-04-24,2013-06-13,Taj India Restaurant,37211,36.085441,-86.728671,2970 days
420,06-18474,ONSALES,2006-03-31,2006-04-27,Cinco De Mayo,37209,36.149039,-86.857894,5574 days
421,94-15724,ONSALES,1993-06-28,1994-02-01,Pizza Perfect,37212,36.138581,-86.800655,10042 days
422,16-20252,ONSALES,2016-02-26,2016-03-24,Betty Lou's Restaurant and Lou,37217,36.087905,-86.608313,1955 days
423,16-01003,ONOFFSALES,2016-05-24,2016-06-13,"Blackstone Brewing Company, LL",37209,36.157913,-86.810097,1874 days
424,13-19788,ONSALES,2013-08-26,2013-09-12,Bella Napoli Pizzeria,37212,36.142756,-86.791967,2879 days
425,18-25559,ONOFFSALES,2018-06-18,2019-02-04,NEW HEIGHTS BREWING,37203,36.148833,-86.770818,908 days
426,18-25801,ONSALES,2018-12-12,2019-01-11,TOYAMA JAPANESE STEAK HOUSE,37211,36.039888,-86.741034,932 days
427,13-19723,ONSALES,2013-04-15,2013-05-09,Las Palmas Mexican Restaurant,37203,36.039958,-86.742093,3005 days
428,16-01001,ONOFFSALES,2016-02-17,2016-03-11,Variedades El Quetzal R&R,37216,36.218977,-86.727755,1968 days
429,17-20489,ONSALES,2016-04-26,2017-05-02,Fairfield Inn & Suites,37228,36.188997,-86.797112,1551 days
430,16-20392,ONSALES,2016-10-27,2016-12-22,Urban Cowboy Public House,37206,36.176915,-86.741913,1682 days
431,17-25267,ONSALES,2017-10-04,2018-03-09,MIRKO PASTA,37214,36.168774,-86.684907,1240 days
432,00-17637,ONSALES,2000-07-31,2000-09-14,Morton's of Chicago- The Steak,37219,36.162209,-86.782374,7625 days
433,15-00986,ONOFFSALES,2015-05-04,2015-05-28,Bellshire Pizza,37207,36.210782,-86.765508,2256 days
434,16-20372,ONSALES,2016-07-22,2016-11-17,TKO,37216,36.224613,-86.725568,1717 days
435,19-25938,ONSALES,2019-03-13,2019-04-25,SANTO,37215,36.104833,-86.81456,828 days
436,12-19588,ONSALES,2012-09-20,2012-10-11,Gaylord Tennessee Ballroom,37214,36.211694,-86.697639,3215 days
437,11-19347,ONSALES,2011-07-29,2011-08-24,Monell's at the Manor,37214,36.113781,-86.691044,3629 days
438,15-20178,ONSALES,2015-08-18,2015-09-16,Green Hills Grille,37215,36.104579,-86.8118,2145 days
439,15-20096,ONSALES,2015-02-09,2015-04-23,Midori Japanese Korean Rest.,37211,36.046745,-86.713407,2291 days
